#epoch,population,Rock,Paper,Scissors
270,0,783,950,767
271,0,779,940,781
272,0,764,923,813
273,0,767,917,816
274,0,766,881,853
275,0,754,840,906
276,0,777,781,942
277,0,779,750,971
278,0,789,725,986
279,0,794,715,991
280,0,838,701,961
281,0,882,700,918
282,0,911,749,840
283,0,920,799,781
284,0,929,845,726
285,0,940,858,702
286,0,900,935,665
287,0,839,1003,658
288,0,834,1024,642
289,0,814,1059,627
290,0,811,1024,665
291,0,782,1045,673
292,0,755,1029,716
293,0,706,1031,763
294,0,674,1025,801
295,0,668,1003,829
296,0,653,1005,842
297,0,645,991,864
298,0,648,970,882
299,0,658,913,929
300,0,665,850,985
301,0,700,806,994
302,0,718,785,997
303,0,729,767,1004
304,0,716,763,1021
305,0,719,762,1019
306,0,741,755,1004
307,0,772,757,971
308,0,810,783,907
309,0,863,777,860
310,0,931,762,807
311,0,966,792,742
312,0,958,810,732
313,0,912,857,731
314,0,900,865,735
315,0,825,881,794
316,0,801,869,830
317,0,764,887,849
318,0,719,936,845
319,0,726,923,851
320,0,725,895,880
321,0,713,881,906
322,0,762,843,895
323,0,793,821,886
324,0,853,771,876
325,0,925,740,835
326,0,956,724,820
327,0,979,718,803
328,0,990,740,770
329,0,1017,738,745
330,0,1030,754,716
331,0,1007,793,700
332,0,966,842,692
333,0,945,889,666
334,0,952,870,678
335,0,939,878,683
336,0,917,920,663
337,0,869,942,689
338,0,804,984,712
339,0,781,986,733
340,0,773,987,740
341,0,772,977,751
342,0,774,955,771
343,0,789,914,797
344,0,791,868,841
345,0,825,794,881
346,0,850,747,903
347,0,885,735,880
348,0,905,703,892
349,0,914,692,894
350,0,938,679,883
351,0,944,653,903
352,0,942,654,904
353,0,954,642,904
354,0,958,653,889
355,0,946,684,870
356,0,937,723,840
357,0,923,764,813
358,0,919,792,789
359,0,936,830,734
360,0,963,829,708
361,0,962,813,725
362,0,983,827,690
363,0,1020,809,671
364,0,1025,851,624
365,0,982,919,599
366,0,900,986,614
367,0,823,1021,656
368,0,726,1064,710
369,0,645,1086,769
370,0,583,1087,830
371,0,530,1081,889
372,0,516,1047,937
373,0,499,984,1017
374,0,492,897,1111
375,0,533,778,1189
376,0,597,663,1240
377,0,648,581,1271
378,0,738,537,1225
379,0,848,506,1146
380,0,943,485,1072
381,0,1025,492,983
382,0,1087,509,904
383,0,1148,514,838
384,0,1202,535,763
385,0,1215,569,716
386,0,1207,615,678
387,0,1192,673,635
388,0,1088,782,630
389,0,1043,875,582
390,0,988,955,557
391,0,892,1041,567
392,0,807,1112,581
393,0,717,1178,605
394,0,645,1205,650
395,0,623,1200,677
396,0,598,1188,714
397,0,605,1140,755
398,0,591,1102,807
399,0,597,1036,867
400,0,596,968,936
401,0,597,926,977
402,0,642,870,988
403,0,701,825,974
404,0,722,772,1006
405,0,763,727,1010
406,0,825,687,988
407,0,888,636,976
408,0,941,615,944
409,0,943,638,919
410,0,940,679,881
411,0,956,732,812
412,0,909,820,771
413,0,866,899,735
414,0,830,968,702
415,0,793,1027,680
416,0,778,1042,680
417,0,756,1046,698
418,0,744,1033,723
419,0,742,1010,748
420,0,717,1000,783
421,0,708,971,821
422,0,702,960,838
423,0,688,939,873
424,0,676,940,884
425,0,666,922,912
426,0,641,908,951
427,0,619,890,991
428,0,619,841,1040
429,0,632,809,1059
430,0,679,782,1039
431,0,754,750,996
432,0,810,744,946
433,0,834,745,921
434,0,872,716,912
435,0,936,678,886
436,0,970,691,839
437,0,1001,702,797
438,0,1018,706,776
439,0,1046,701,753
440,0,1046,688,766
441,0,1061,693,746
442,0,1058,699,743
443,0,1048,744,708
444,0,1014,799,687
445,0,987,835,678
446,0,934,872,694
447,0,931,875,694
448,0,898,921,681
449,0,918,913,669
450,0,894,953,653
451,0,854,1009,637
452,0,800,1044,656
453,0,775,1047,678
454,0,767,1029,704
455,0,749,1005,746
456,0,733,974,793
457,0,710,934,856
458,0,723,900,877
459,0,717,868,915
460,0,730,858,912
461,0,739,852,909
462,0,753,817,930
463,0,767,829,904
464,0,766,861,873
465,0,765,889,846
466,0,728,909,863
467,0,721,905,874
468,0,731,874,895
469,0,765,820,915
470,0,791,767,942
471,0,818,734,948
472,0,847,732,921
473,0,849,712,939
474,0,870,718,912
475,0,868,776,856
476,0,881,825,794
477,0,847,869,784
478,0,815,906,779
479,0,825,920,755
480,0,805,940,755
481,0,779,918,803
482,0,765,871,864
483,0,744,826,930
484,0,724,801,975
485,0,718,789,993
486,0,699,784,1017
487,0,675,777,1048
488,0,670,775,1055
489,0,706,741,1053
490,0,738,713,1049
491,0,782,692,1026
492,0,825,693,982
493,0,858,652,990
494,0,906,610,984
495,0,952,593,955
496,0,1002,594,904
497,0,1011,626,863
498,0,1030,639,831
499,0,1049,665,786
500,0,1048,683,769
501,0,1059,702,739
502,0,1060,721,719
503,0,1065,737,698
504,0,1047,766,687
505,0,1003,777,720
506,0,942,776,782
507,0,914,789,797
508,0,897,783,820
509,0,922,761,817
510,0,951,738,811
511,0,944,747,809
512,0,935,764,801
513,0,941,766,793
514,0,969,776,755
515,0,995,776,729
516,0,1012,793,695
517,0,988,851,661
518,0,964,928,608
519,0,924,988,588
520,0,886,1052,562
521,0,834,1098,568
522,0,751,1134,615
523,0,680,1160,660
524,0,602,1135,763
525,0,549,1096,855
526,0,522,1070,908
527,0,523,1073,904
528,0,510,1051,939
529,0,531,987,982
530,0,596,921,983
531,0,674,873,953
532,0,754,801,945
533,0,810,770,920
534,0,847,748,905
535,0,881,763,856
536,0,876,795,829
537,0,846,847,807
538,0,841,878,781
539,0,842,908,750
540,0,839,920,741
541,0,783,957,760
542,0,763,951,786
543,0,726,960,814
544,0,741,953,806
545,0,757,937,806
546,0,772,890,838
547,0,767,830,903
548,0,807,812,881
549,0,823,743,934
550,0,853,719,928
551,0,887,717,896
552,0,926,686,888
553,0,950,685,865
554,0,975,668,857
555,0,986,673,841
556,0,977,681,842
557,0,1013,695,792
558,0,1013,736,751
559,0,1012,770,718
560,0,982,804,714
561,0,944,819,737
562,0,889,878,733
563,0,864,918,718
564,0,811,954,735
565,0,773,1005,722
566,0,725,1048,727
567,0,704,1046,750
568,0,677,1042,781
569,0,645,1007,848
570,0,664,969,867
571,0,643,959,898
572,0,642,946,912
573,0,638,896,966
574,0,619,853,1028
575,0,630,776,1094
576,0,655,709,1136
577,0,670,656,1174
578,0,689,635,1176
579,0,696,626,1178
580,0,732,584,1184
581,0,799,553,1148
582,0,863,551,1086
583,0,904,586,1010
584,0,945,602,953
585,0,955,639,906
586,0,987,681,832
587,0,1014,682,804
588,0,1058,691,751
589,0,1054,719,727
590,0,1035,764,701
591,0,1006,810,684
592,0,1014,838,648
593,0,1030,864,606
594,0,1020,892,588
595,0,987,924,589
596,0,927,956,617
597,0,886,953,661
598,0,846,947,707
599,0,794,946,760
600,0,747,931,822
601,0,744,920,836
602,0,733,934,833
603,0,720,942,838
604,0,715,943,842
605,0,691,951,858
606,0,691,943,866
607,0,713,885,902
608,0,715,861,924
609,0,747,831,922
610,0,785,810,905
611,0,815,801,884
612,0,819,812,869
613,0,856,801,843
614,0,828,826,846
615,0,811,821,868
616,0,792,851,857
617,0,785,854,861
618,0,797,854,849
619,0,783,887,830
620,0,755,907,838
621,0,734,923,843
622,0,708,914,878
623,0,680,873,947
624,0,683,848,969
625,0,661,839,1000
626,0,675,802,1023
627,0,680,772,1048
628,0,688,744,1068
629,0,697,679,1124
630,0,741,593,1166
631,0,803,545,1152
632,0,909,499,1092
633,0,1016,471,1013
634,0,1102,478,920
635,0,1112,517,871
636,0,1099,537,864
637,0,1113,559,828
638,0,1075,644,781
639,0,1088,657,755
640,0,1081,694,725
641,0,1086,719,695
642,0,1082,774,644
643,0,1031,839,630
644,0,1018,875,607
645,0,974,942,584
646,0,904,984,612
647,0,852,1002,646
648,0,789,1018,693
649,0,760,1017,723
650,0,744,1001,755
651,0,752,964,784
652,0,748,934,818
653,0,776,907,817
654,0,789,875,836
655,0,779,865,856
656,0,743,871,886
657,0,748,843,909
658,0,753,792,955
659,0,765,774,961
660,0,761,774,965
661,0,748,794,958
662,0,739,844,917
663,0,733,857,910
664,0,786,827,887
665,0,784,814,902
666,0,825,798,877
667,0,892,762,846
668,0,903,770,827
669,0,916,771,813
670,0,930,776,794
671,0,928,799,773
672,0,947,822,731
673,0,925,835,740
674,0,895,855,750
675,0,862,872,766
676,0,842,861,797
677,0,841,840,819
678,0,856,810,834
679,0,866,786,848
680,0,864,793,843
681,0,858,806,836
682,0,823,818,859
683,0,808,816,876
684,0,787,812,901
685,0,765,826,909
686,0,726,850,924
687,0,692,893,915
688,0,725,889,886
689,0,706,929,865
690,0,733,906,861
691,0,720,901,879
692,0,728,881,891
693,0,734,876,890
694,0,707,866,927
695,0,693,831,976
696,0,686,820,994
697,0,640,840,1020
698,0,630,856,1014
699,0,648,838,1014
700,0,708,794,998
701,0,747,766,987
702,0,779,713,1008
703,0,776,709,1015
704,0,800,700,1000
705,0,823,686,991
706,0,853,675,972
707,0,885,681,934
708,0,917,687,896
709,0,934,708,858
710,0,957,716,827
711,0,914,762,824
712,0,907,789,804
713,0,954,799,747
714,0,976,831,693
715,0,959,852,689
716,0,927,910,663
717,0,882,976,642
718,0,834,973,693
719,0,807,997,696
720,0,770,1027,703
721,0,709,1058,733
722,0,674,1091,735
723,0,651,1116,733
724,0,654,1113,733
725,0,666,1099,735
726,0,657,1095,748
727,0,642,1080,778
728,0,633,1064,803
729,0,627,1025,848
730,0,630,958,912
731,0,655,865,980
732,0,703,796,1001
733,0,731,744,1025
734,0,746,710,1044
735,0,828,656,1016
736,0,852,644,1004
737,0,893,652,955
738,0,957,682,861
739,0,1022,689,789
740,0,1065,694,741
741,0,1089,723,688
742,0,1095,781,624
743,0,1082,856,562
744,0,1079,878,543
745,0,1000,930,570
746,0,940,969,591
747,0,870,1008,622
748,0,795,1041,664
749,0,725,1041,734
750,0,695,1032,773
751,0,661,1001,838
752,0,655,960,885
753,0,659,892,949
754,0,661,848,991
755,0,653,823,1024
756,0,705,768,1027
757,0,767,704,1029
758,0,811,696,993
759,0,877,665,958
760,0,955,639,906
761,0,972,669,859
762,0,1030,700,770
763,0,1042,750,708
764,0,1028,803,669
765,0,1043,828,629
766,0,994,887,619
767,0,960,917,623
768,0,872,973,655
769,0,816,989,695
770,0,750,1016,734
771,0,684,1055,761
772,0,625,1027,848
773,0,605,981,914
774,0,592,976,932
775,0,612,911,977
776,0,636,875,989
777,0,652,825,1023
778,0,685,757,1058
779,0,701,704,1095
780,0,694,683,1123
781,0,750,655,1095
782,0,747,642,1111
783,0,763,662,1075
784,0,800,675,1025
785,0,827,710,963
786,0,840,711,949
787,0,880,711,909
788,0,922,701,877
789,0,935,719,846
790,0,939,724,837
791,0,945,751,804
792,0,958,749,793
793,0,976,782,742
794,0,939,845,716
795,0,854,946,700
796,0,816,1016,668
797,0,778,1092,630
798,0,728,1116,656
799,0,669,1127,704
800,0,605,1130,765
801,0,591,1094,815
802,0,598,1048,854
803,0,610,963,927
804,0,635,894,971
805,0,660,828,1012
806,0,696,781,1023
807,0,766,711,1023
808,0,832,675,993
809,0,936,667,897
810,0,993,697,810
811,0,1022,735,743
812,0,1007,788,705
813,0,991,814,695
814,0,966,853,681
815,0,937,917,646
816,0,922,946,632
817,0,927,930,643
818,0,907,949,644
819,0,863,954,683
820,0,805,980,715
821,0,780,974,746
822,0,730,966,804
823,0,689,938,873
824,0,687,890,923
825,0,660,867,973
826,0,673,819,1008
827,0,712,731,1057
828,0,755,688,1057
829,0,801,661,1038
830,0,835,670,995
831,0,843,690,967
832,0,868,712,920
833,0,875,734,891
834,0,892,724,884
835,0,875,775,850
836,0,864,809,827
837,0,859,857,784
838,0,868,863,769
839,0,834,894,772
840,0,851,884,765
841,0,824,885,791
842,0,799,876,825
843,0,763,838,899
844,0,760,786,954
845,0,766,732,1002
846,0,777,694,1029
847,0,835,668,997
848,0,864,660,976
849,0,900,700,900
850,0,954,718,828
851,0,985,732,783
852,0,1009,753,738
853,0,991,812,697
854,0,972,849,679
855,0,971,862,667
856,0,953,885,662
857,0,929,915,656
858,0,911,925,664
859,0,879,930,691
860,0,842,940,718
861,0,845,929,726
862,0,832,936,732
863,0,840,909,751
864,0,845,880,775
865,0,813,870,817
866,0,828,833,839
867,0,836,806,858
868,0,841,797,862
869,0,835,810,855
870,0,863,794,843
871,0,854,796,850
872,0,878,795,827
873,0,875,809,816
874,0,859,816,825
875,0,871,812,817
876,0,890,807,803
877,0,912,792,796
878,0,914,787,799
879,0,893,790,817
880,0,913,793,794
881,0,929,799,772
882,0,929,816,755
883,0,928,844,728
884,0,881,892,727
885,0,855,924,721
886,0,801,945,754
887,0,755,956,789
888,0,715,959,826
889,0,715,941,844
890,0,736,896,868
891,0,775,872,853
892,0,806,830,864
893,0,844,799,857
894,0,875,786,839
895,0,922,784,794
896,0,937,801,762
897,0,935,818,747
898,0,953,804,743
899,0,931,814,755
900,0,916,829,755
901,0,860,880,760
902,0,809,933,758
903,0,756,975,769
904,0,707,991,802
905,0,698,965,837
906,0,690,954,856
907,0,661,939,900
908,0,683,882,935
909,0,718,871,911
910,0,761,846,893
911,0,786,824,890
912,0,814,850,836
913,0,832,868,800
914,0,854,865,781
915,0,827,879,794
916,0,768,905,827
917,0,723,888,889
918,0,680,857,963
919,0,636,826,1038
920,0,607,808,1085
921,0,624,724,1152
922,0,650,688,1162
923,0,695,646,1159
924,0,783,617,1100
925,0,872,554,1074
926,0,961,549,990
927,0,1063,531,906
928,0,1170,536,794
929,0,1180,567,753
930,0,1151,615,734
931,0,1111,674,715
932,0,1078,738,684
933,0,982,837,681
934,0,963,887,650
935,0,956,906,638
936,0,914,944,642
937,0,850,989,661
938,0,800,1032,668
939,0,772,1021,707
940,0,710,1038,752
941,0,708,1021,771
942,0,675,1020,805
943,0,650,1055,795
944,0,661,1047,792
945,0,640,1053,807
946,0,652,1019,829
947,0,672,933,895
948,0,696,882,922
949,0,703,814,983
950,0,785,726,989
951,0,827,729,944
952,0,847,728,925
953,0,904,739,857
954,0,922,764,814
955,0,938,766,796
956,0,955,821,724
957,0,955,860,685
958,0,904,908,688
959,0,861,955,684
960,0,782,1012,706
961,0,716,1022,762
962,0,661,1020,819
963,0,630,990,880
964,0,637,924,939
965,0,612,913,975
966,0,652,862,986
967,0,703,827,970
968,0,762,804,934
969,0,749,819,932
970,0,810,779,911
971,0,843,770,887
972,0,877,744,879
973,0,899,743,858
974,0,901,732,867
975,0,897,729,874
976,0,892,740,868
977,0,896,745,859
978,0,868,764,868
979,0,855,764,881
980,0,873,796,831
981,0,914,780,806
982,0,933,777,790
983,0,948,774,778
984,0,934,790,776
985,0,942,780,778
986,0,977,780,743
987,0,945,798,757
988,0,936,820,744
989,0,890,836,774
990,0,858,853,789
991,0,822,854,824
992,0,817,825,858
993,0,822,809,869
994,0,824,776,900
995,0,845,763,892
996,0,861,757,882
997,0,881,778,841
998,0,906,783,811
999,0,918,802,780
1000,0,954,806,740
